user_id,name,gender,age,city,signup_date,plan_type,device_type,is_active,language_pref
3107,Ishita Barad,Female,48,Bangalore,2022-12-30,Premium,Smart TV,True,Tamil
3108,Drishya Bhagat,Other,19,Mumbai,2024-03-07,Basic,Smart TV,False,Hindi
3109,Zain Batta,Other,57,Delhi,2023-12-08,Basic,Tablet,True,Tamil
3110,Nitara Sem,Female,22,Indore,2024-08-02,Basic,Smart TV,True,Bengali
3111,Sumer Datta,Female,37,Pune,2024-11-16,Basic,Laptop,True,English
3112,Tiya Krishnamurthy,Female,48,Kolkata,2025-01-04,Basic,Smart TV,True,Tamil
3113,Farhan Shanker,Female,32,Bangalore,2023-05-02,Standard,Mobile,True,Hindi
3114,Jayesh Srivastava,Other,39,Hyderabad,2024-12-18,Premium,Laptop,False,Tamil
3115,Vihaan Bajaj,Female,49,Pune,2022-10-30,Standard,Smart TV,False,Telugu
3116,Zeeshan Vora,Female,43,Indore,2023-02-15,Standard,Laptop,False,Hindi
3117,Saksham Raj,Male,58,Jaipur,2025-01-15,Premium,Smart TV,False,Bengali
3118,Tanya Sampath,Other,56,Jaipur,2024-01-12,Premium,Smart TV,False,Tamil
3119,Misha Swamy,Female,54,Chennai,2024-03-20,Premium,Smart TV,False,Hindi
3120,Shlok Viswanathan,Female,37,Bangalore,2024-01-10,Premium,Mobile,False,Tamil
3121,Lakshit Chanda,Male,64,Indore,2022-12-05,Basic,Tablet,True,Marathi
3122,Siya Ramakrishnan,Female,32,Pune,2024-10-21,Standard,Smart TV,False,English
3123,Pari Bera,Female,49,Ahmedabad,2024-10-18,Basic,Tablet,False,Telugu
3124,Hazel Andra,Female,21,Indore,2024-05-29,Standard,Mobile,False,Telugu
3125,Vivaan Bhardwaj,Male,61,Mumbai,2022-11-15,Basic,Mobile,False,Hindi
3126,Jayan Sagar,Other,21,Chennai,2025-04-16,Premium,Laptop,False,Marathi
3127,Amira Saraf,Male,49,Ahmedabad,2023-01-07,Basic,Tablet,False,English
3128,Nirvi Sharma,Other,16,Hyderabad,2023-11-05,Premium,Smart TV,False,Hindi
3129,Romil Ranganathan,Male,25,Delhi,2024-10-07,Standard,Tablet,False,Tamil
3130,Prisha Samra,Male,36,Ahmedabad,2024-05-09,Basic,Smart TV,False,English
3131,Zaina Dora,Female,20,Ahmedabad,2022-09-13,Basic,Tablet,True,Bengali
3132,Gokul Bir,Other,17,Bangalore,2022-10-09,Standard,Mobile,True,Telugu
3133,Kanav Bhalla,Other,37,Pune,2025-04-21,Standard,Laptop,False,Hindi
3134,Rasha Chandra,Other,63,Pune,2024-01-25,Standard,Tablet,True,Hindi
3135,Lakshay Khosla,Other,17,Mumbai,2022-09-19,Premium,Tablet,False,Tamil
3136,Nehmat Dara,Female,25,Bangalore,2022-07-20,Standard,Mobile,False,Hindi
3137,Mishti Varughese,Female,49,Jaipur,2025-02-05,Basic,Tablet,True,Hindi
3138,Dhruv Dora,Male,31,Bangalore,2023-04-25,Standard,Smart TV,False,Hindi
3139,Hunar Khalsa,Male,63,Jaipur,2023-08-24,Standard,Mobile,True,Marathi
3140,Akarsh Bhardwaj,Female,54,Pune,2023-09-06,Standard,Smart TV,True,Telugu
3141,Indrans Shankar,Male,37,Delhi,2025-01-22,Standard,Laptop,True,English
3142,Aradhya Keer,Female,27,Indore,2025-07-11,Premium,Tablet,True,Marathi
3143,Alisha Master,Other,39,Kolkata,2025-04-01,Basic,Laptop,False,Telugu
3144,Krish Din,Male,62,Chennai,2023-04-21,Premium,Mobile,True,Hindi
3145,Baiju Ganesan,Female,55,Mumbai,2024-10-03,Premium,Mobile,False,Tamil
3146,Ehsaan Rau,Other,53,Jaipur,2024-06-07,Basic,Laptop,False,English
3147,Zeeshan Vala,Other,25,Bangalore,2024-12-01,Standard,Mobile,True,Tamil
3148,Sara Mann,Other,50,Jaipur,2024-08-15,Standard,Smart TV,True,Bengali
3149,Armaan Kohli,Female,64,Ahmedabad,2024-01-08,Standard,Tablet,True,English
3150,Aradhya Kunda,Female,47,Delhi,2025-04-02,Premium,Mobile,True,Tamil
3151,Mehul Saxena,Female,22,Mumbai,2024-07-02,Basic,Mobile,True,Hindi
3152,Eva Andra,Other,36,Hyderabad,2022-09-29,Basic,Smart TV,True,Hindi
3153,Kashvi Dugar,Other,35,Hyderabad,2025-03-13,Basic,Tablet,True,Telugu
3154,Priyansh Warrior,Other,41,Indore,2023-07-10,Premium,Tablet,True,Hindi
3155,Anika Bhardwaj,Female,19,Chennai,2025-04-07,Premium,Tablet,True,Marathi
3156,Misha Roy,Female,61,Bangalore,2022-08-08,Premium,Laptop,False,Telugu
3157,Alia Sarkar,Male,37,Ahmedabad,2023-02-18,Premium,Smart TV,True,Tamil
3158,Akarsh Buch,Other,30,Indore,2025-01-14,Basic,Mobile,False,Hindi
3159,Samaira Char,Female,55,Hyderabad,2023-05-14,Standard,Tablet,False,Marathi
3160,Shray Kanda,Male,36,Pune,2022-08-10,Basic,Mobile,False,Tamil
3161,Dishani Choudhary,Male,30,Hyderabad,2023-01-21,Premium,Mobile,True,Marathi
3162,Lavanya Varkey,Other,37,Hyderabad,2022-12-18,Premium,Mobile,False,Telugu
3163,Hansh Wagle,Other,43,Ahmedabad,2023-03-03,Premium,Smart TV,True,English
3164,Samaira Sawhney,Female,29,Mumbai,2023-12-24,Standard,Smart TV,True,Tamil
3165,Zeeshan Thaman,Male,42,Pune,2025-03-24,Basic,Mobile,False,Tamil
3166,Yashvi Keer,Other,56,Pune,2022-08-03,Standard,Smart TV,False,English
3167,Misha Chawla,Other,55,Mumbai,2022-10-21,Standard,Laptop,True,Hindi
3168,Prisha Shere,Male,43,Kolkata,2025-04-09,Basic,Smart TV,False,Marathi
3169,Nitya Khurana,Other,41,Kolkata,2024-09-08,Basic,Laptop,True,Hindi
3170,Jayant Chaudhry,Male,64,Chennai,2024-03-13,Basic,Smart TV,False,Telugu
3171,Mahika Korpal,Male,17,Delhi,2025-03-11,Premium,Laptop,True,English
3172,Yashvi Johal,Other,40,Jaipur,2022-09-08,Standard,Smart TV,False,Telugu
3173,Romil Dalal,Male,18,Jaipur,2024-08-18,Standard,Mobile,False,Hindi
3174,Ivana Bajwa,Male,23,Indore,2023-09-14,Premium,Laptop,False,English
3175,Taimur Wadhwa,Female,59,Indore,2023-04-05,Premium,Tablet,True,English
3176,Taimur Sandhu,Male,48,Pune,2024-12-17,Basic,Tablet,False,Hindi
3177,Jayant Thaker,Other,57,Pune,2022-08-18,Standard,Mobile,True,Telugu
3178,Zara Balay,Male,50,Chennai,2024-03-28,Basic,Smart TV,False,English
3179,Adah Bhandari,Male,21,Indore,2025-05-06,Premium,Mobile,False,Tamil
3180,Fateh Mand,Other,54,Chennai,2025-04-08,Standard,Mobile,False,Marathi
3181,Aradhya Dayal,Male,38,Pune,2025-02-01,Premium,Laptop,False,Hindi
3182,Vardaniya Goel,Male,40,Delhi,2023-12-31,Premium,Smart TV,True,Bengali
3183,Trisha Vyas,Male,58,Bangalore,2023-03-02,Standard,Laptop,True,Marathi
3184,Indrajit Varkey,Other,34,Jaipur,2023-04-21,Standard,Smart TV,False,Tamil
3185,Renee Bakshi,Female,20,Indore,2023-03-22,Basic,Laptop,False,Tamil
3186,Yasmin Karnik,Female,26,Pune,2023-07-01,Basic,Mobile,True,Marathi
3187,Emir Srinivas,Male,27,Bangalore,2023-05-03,Premium,Mobile,False,Marathi
3188,Jhanvi Bail,Other,25,Chennai,2024-04-07,Standard,Mobile,True,English
3189,Ivan Rau,Other,23,Ahmedabad,2025-02-07,Premium,Smart TV,False,Tamil
3190,Lagan Golla,Other,39,Bangalore,2023-06-06,Standard,Mobile,False,Hindi
3191,Samiha Dhingra,Other,43,Chennai,2023-01-14,Standard,Smart TV,True,Bengali
3192,Tarini Kulkarni,Female,56,Indore,2025-03-24,Standard,Tablet,True,Bengali
3193,Sana Virk,Other,51,Indore,2024-12-01,Basic,Laptop,True,Telugu
3194,Indrans Sabharwal,Female,52,Kolkata,2022-08-07,Standard,Smart TV,False,Marathi
3195,Shamik Tank,Male,36,Indore,2024-03-02,Standard,Tablet,True,Hindi
3196,Gatik Vala,Male,23,Kolkata,2023-04-01,Premium,Mobile,False,Marathi
3197,Advika Johal,Other,24,Ahmedabad,2022-09-17,Basic,Smart TV,False,Bengali
3198,Nirvaan Tiwari,Other,62,Delhi,2022-08-04,Basic,Tablet,False,Telugu
3199,Shlok Dhar,Female,30,Delhi,2024-08-26,Premium,Mobile,True,Marathi
3200,Dharmajan Deol,Male,63,Delhi,2025-04-01,Basic,Tablet,False,Bengali
3201,Saanvi Shroff,Male,61,Delhi,2023-05-13,Basic,Smart TV,True,English
3202,Taran Rau,Other,55,Mumbai,2022-08-13,Standard,Laptop,True,Tamil
3203,Indrajit Shetty,Other,33,Ahmedabad,2023-02-10,Standard,Laptop,True,English
3204,Vedika Comar,Female,57,Indore,2023-08-24,Basic,Smart TV,True,English
3205,Zaina Kala,Other,35,Delhi,2023-04-08,Premium,Tablet,False,Telugu
3206,Yuvraj  Yadav,Female,21,Jaipur,2024-03-02,Premium,Smart TV,True,Hindi
3207,Ela Sundaram,Male,27,Ahmedabad,2025-04-20,Basic,Mobile,False,Hindi
3208,Aniruddh Kant,Other,17,Chennai,2024-05-01,Premium,Smart TV,False,Marathi
3209,Trisha Ahluwalia,Other,22,Delhi,2023-02-14,Basic,Laptop,True,Hindi
3210,Dharmajan Gara,Other,31,Jaipur,2023-08-21,Basic,Smart TV,True,Bengali
3211,Yakshit Som,Female,18,Chennai,2025-07-08,Premium,Tablet,False,Marathi
3212,Adira Balasubramanian,Male,60,Ahmedabad,2024-12-22,Standard,Smart TV,True,Marathi
3213,Tara Badami,Male,18,Mumbai,2024-06-13,Basic,Mobile,False,Bengali
3214,Kashvi Balakrishnan,Male,42,Kolkata,2024-01-29,Premium,Mobile,True,Bengali
3215,Aaina Iyer,Other,58,Indore,2023-07-20,Standard,Tablet,False,English
3216,Saira Sharaf,Male,55,Hyderabad,2024-07-12,Standard,Mobile,False,Hindi
3217,Shray Agrawal,Male,53,Hyderabad,2025-03-26,Standard,Smart TV,True,Bengali
3218,Eva Ramaswamy,Male,48,Jaipur,2023-10-04,Basic,Tablet,False,Hindi
3219,Rati Jaggi,Other,43,Chennai,2022-08-21,Standard,Mobile,False,Marathi
3220,Nayantara Chauhan,Other,16,Indore,2025-07-01,Basic,Mobile,True,Tamil
3221,Rasha Gera,Female,23,Delhi,2023-12-03,Basic,Tablet,False,Hindi
3222,Urvi Chaudhary,Female,52,Hyderabad,2024-08-20,Basic,Mobile,False,Hindi
3223,Dharmajan Badami,Female,47,Jaipur,2025-06-20,Standard,Smart TV,False,Bengali
3224,Vidur Seshadri,Female,63,Delhi,2022-12-03,Standard,Mobile,False,Bengali
3225,Elakshi Madan,Male,58,Pune,2025-04-06,Basic,Smart TV,False,Marathi
3226,Lakshit Batra,Female,52,Jaipur,2023-09-17,Premium,Smart TV,False,Bengali
3227,Elakshi Garde,Female,19,Indore,2023-10-30,Basic,Laptop,False,Hindi
3228,Akarsh Atwal,Female,45,Indore,2024-03-12,Premium,Tablet,False,English
3229,Nakul Thaman,Other,21,Mumbai,2025-05-09,Premium,Tablet,True,Marathi
3230,Samaira Kakar,Male,61,Pune,2025-01-27,Standard,Mobile,True,Bengali
3231,Sana Balan,Other,34,Hyderabad,2024-02-04,Premium,Smart TV,True,Telugu
3232,Pranay Ratti,Male,47,Chennai,2024-04-07,Standard,Tablet,True,Marathi
3233,Gatik Bajwa,Female,24,Kolkata,2025-06-01,Basic,Tablet,False,Hindi
3234,Alia Dixit,Other,27,Kolkata,2024-08-22,Basic,Smart TV,True,Bengali
3235,Amani Gara,Male,26,Kolkata,2023-08-15,Basic,Mobile,False,English
3236,Zara Sharma,Other,61,Kolkata,2022-09-29,Standard,Tablet,True,Marathi
3237,Stuvan Doctor,Other,31,Indore,2024-02-24,Premium,Mobile,False,Marathi
3238,Nitya Srinivasan,Male,16,Hyderabad,2024-11-03,Premium,Smart TV,True,Marathi
3239,Riya Gulati,Male,60,Mumbai,2024-08-17,Premium,Laptop,False,English
3240,Ehsaan Gade,Female,36,Indore,2023-06-02,Basic,Laptop,False,Bengali
3241,Vanya Gole,Female,45,Mumbai,2024-01-27,Basic,Mobile,False,Bengali
3242,Divyansh Borah,Female,28,Mumbai,2025-04-12,Premium,Mobile,False,Telugu
3243,Zain Baria,Other,49,Mumbai,2023-10-29,Standard,Laptop,False,Tamil
3244,Biju Kala,Female,19,Bangalore,2023-08-11,Premium,Mobile,False,Marathi
3245,Anika Chhabra,Male,43,Pune,2024-02-12,Standard,Tablet,True,Hindi
3246,Dhanuk Goyal,Other,53,Chennai,2023-06-19,Basic,Smart TV,True,Tamil
3247,Khushi Mammen,Male,46,Ahmedabad,2023-08-13,Basic,Tablet,False,Marathi
3248,Prerak Master,Other,42,Pune,2023-12-09,Basic,Laptop,False,Bengali
3249,Myra Kakar,Male,20,Pune,2022-10-23,Standard,Laptop,False,Tamil
3250,Prisha Konda,Male,40,Bangalore,2023-09-23,Basic,Laptop,True,Bengali
3251,Ishaan Bora,Female,18,Ahmedabad,2024-02-25,Standard,Laptop,True,English
3252,Aradhya Sawhney,Female,48,Indore,2025-04-26,Premium,Tablet,False,Tamil
3253,Hansh Sarraf,Other,19,Hyderabad,2024-05-10,Standard,Laptop,False,Tamil
3254,Rania Cherian,Female,40,Chennai,2024-11-12,Basic,Smart TV,False,Marathi
3255,Anika Babu,Other,35,Indore,2024-10-24,Standard,Tablet,True,English
3256,Jhanvi Goyal,Male,49,Hyderabad,2025-05-08,Basic,Mobile,True,Tamil
3257,Lavanya Varkey,Other,41,Ahmedabad,2024-04-24,Basic,Tablet,False,Marathi
3258,Faiyaz Bhasin,Male,20,Indore,2024-01-14,Standard,Smart TV,False,Tamil
3259,Kaira Dhillon,Male,50,Mumbai,2024-09-19,Premium,Laptop,True,Hindi
3260,Elakshi Bose,Male,43,Ahmedabad,2023-05-18,Premium,Tablet,False,English
3261,Umang Dua,Other,44,Indore,2025-05-13,Premium,Tablet,True,Telugu
3262,Romil Din,Other,24,Bangalore,2023-09-02,Basic,Tablet,True,Telugu
3263,Aniruddh Sule,Female,53,Indore,2024-09-08,Basic,Laptop,True,Tamil
3264,Hridaan Srinivasan,Female,21,Bangalore,2023-05-18,Basic,Laptop,True,Marathi
3265,Badal Warrior,Male,34,Indore,2023-10-17,Premium,Mobile,False,English
3266,Raunak Chokshi,Male,59,Pune,2024-12-02,Standard,Smart TV,True,Telugu
3267,Seher Konda,Other,26,Chennai,2023-07-04,Basic,Laptop,False,English
3268,Gatik Mahal,Female,17,Bangalore,2025-05-06,Premium,Mobile,False,Bengali
3269,Darshit Virk,Other,62,Indore,2024-01-13,Basic,Tablet,True,Marathi
3270,Zeeshan Khosla,Other,59,Hyderabad,2025-04-26,Standard,Laptop,False,Telugu
3271,Jivika Kara,Other,59,Delhi,2024-11-09,Basic,Mobile,True,Marathi
3272,Vardaniya Gulati,Male,24,Bangalore,2024-05-10,Premium,Laptop,False,Bengali
3273,Saira Thaman,Male,36,Chennai,2025-03-18,Basic,Smart TV,False,Telugu
3274,Tarini Biswas,Female,39,Delhi,2023-03-19,Standard,Smart TV,True,Telugu
3275,Tara Kar,Male,49,Ahmedabad,2024-04-20,Basic,Tablet,True,Tamil
3276,Indrajit Verma,Male,37,Indore,2024-08-20,Standard,Mobile,True,Bengali
3277,Dhruv Sura,Other,18,Kolkata,2023-06-14,Basic,Tablet,False,Hindi
3278,Vidur Dada,Male,27,Chennai,2024-05-18,Premium,Tablet,True,Hindi
3279,Shayak Madan,Other,43,Bangalore,2024-03-13,Basic,Smart TV,True,Hindi
3280,Oorja Walia,Female,45,Pune,2023-10-22,Premium,Mobile,False,Tamil
3281,Sara Dewan,Male,41,Hyderabad,2024-09-25,Standard,Mobile,True,Hindi
3282,Ivan Sathe,Female,63,Delhi,2023-11-12,Basic,Smart TV,False,English
3283,Kaira Rau,Male,36,Delhi,2023-07-22,Standard,Tablet,True,Bengali
3284,Jhanvi Roy,Other,43,Mumbai,2023-03-10,Basic,Laptop,True,Marathi
3285,Nayantara Mammen,Male,41,Indore,2022-08-28,Premium,Laptop,False,Marathi
3286,Kartik Ranganathan,Other,48,Mumbai,2025-05-08,Basic,Laptop,False,English
3287,Jiya Lal,Female,36,Ahmedabad,2024-06-28,Basic,Mobile,False,Marathi
3288,Suhana Khanna,Other,50,Bangalore,2024-07-17,Basic,Tablet,False,Telugu
3289,Fateh Sahni,Other,49,Mumbai,2024-01-31,Basic,Laptop,False,English
3290,Advik Devan,Female,56,Ahmedabad,2024-10-05,Standard,Laptop,True,Tamil
3291,Nirvaan Thakkar,Female,62,Chennai,2024-07-14,Basic,Tablet,False,English
3292,Dharmajan Swamy,Other,33,Delhi,2022-07-21,Standard,Mobile,False,Hindi
3293,Yakshit Raja,Male,26,Ahmedabad,2024-09-09,Premium,Laptop,False,Marathi
3294,Ayesha Venkataraman,Other,38,Indore,2025-02-13,Standard,Smart TV,True,Telugu
3295,Shlok Kamdar,Other,63,Mumbai,2023-10-08,Premium,Tablet,True,Telugu
3296,Zeeshan Arora,Male,37,Bangalore,2023-07-27,Basic,Mobile,True,Telugu
3297,Vaibhav Dave,Other,32,Jaipur,2023-03-18,Basic,Tablet,False,Telugu
3298,Farhan Bawa,Other,20,Pune,2025-04-19,Standard,Mobile,False,Bengali
3299,Reyansh Bora,Female,59,Bangalore,2024-04-08,Standard,Smart TV,False,Bengali
3300,Onkar Sodhi,Male,26,Hyderabad,2025-02-15,Premium,Smart TV,True,English
3301,Indrans Dube,Male,45,Hyderabad,2024-12-01,Premium,Laptop,False,Marathi
3302,Parinaaz Chad,Female,30,Kolkata,2023-06-18,Basic,Mobile,True,Telugu
3303,Mannat Gaba,Male,42,Hyderabad,2025-04-29,Premium,Smart TV,False,Telugu
3304,Anay Saxena,Male,50,Chennai,2025-04-16,Premium,Laptop,False,Telugu
3305,Rohan Hayer,Female,48,Hyderabad,2023-08-09,Standard,Laptop,True,Bengali
3306,Samar Bobal,Other,35,Indore,2023-10-24,Premium,Smart TV,False,Hindi
3307,Samarth Dayal,Other,31,Kolkata,2023-07-27,Premium,Tablet,False,Hindi
3308,Fateh Bal,Other,49,Mumbai,2024-05-12,Standard,Laptop,False,Telugu
3309,Nakul Shetty,Female,17,Kolkata,2025-01-26,Premium,Mobile,True,Hindi
3310,Bhamini Kumar,Female,50,Delhi,2025-06-20,Standard,Tablet,False,Bengali
3311,Farhan Desai,Male,55,Bangalore,2023-12-19,Basic,Mobile,False,Marathi
3312,Samar Kata,Other,43,Mumbai,2024-10-22,Premium,Smart TV,False,English
3313,Chirag Khurana,Female,62,Ahmedabad,2022-09-01,Basic,Smart TV,False,Tamil
3314,Yuvraj  Ravel,Female,54,Delhi,2024-01-18,Premium,Tablet,True,Hindi
3315,Advik Desai,Female,21,Delhi,2022-08-19,Premium,Laptop,False,Bengali
3316,Nishith Singh,Male,24,Jaipur,2023-10-31,Standard,Mobile,False,Bengali
3317,Romil Mander,Female,35,Ahmedabad,2023-11-21,Standard,Smart TV,False,English
3318,Alia Barman,Other,16,Delhi,2022-10-14,Premium,Smart TV,True,Marathi
3319,Vardaniya Bobal,Female,23,Delhi,2024-01-26,Premium,Mobile,True,Tamil
3320,Hrishita Chad,Female,38,Bangalore,2022-09-01,Premium,Mobile,False,Hindi
3321,Heer Kakar,Male,18,Kolkata,2025-01-24,Basic,Tablet,True,Marathi
3322,Arnav Acharya,Other,19,Kolkata,2023-04-11,Standard,Tablet,False,Marathi
3323,Miraya Dhillon,Other,40,Bangalore,2024-10-17,Standard,Smart TV,False,English
3324,Aarav Balan,Other,62,Delhi,2023-09-05,Basic,Tablet,False,English
3325,Purab Ram,Female,53,Delhi,2024-03-27,Premium,Smart TV,True,Marathi
3326,Pihu Gupta,Male,30,Jaipur,2024-07-02,Standard,Smart TV,False,Hindi
3327,Mohanlal Cherian,Other,36,Pune,2023-03-27,Standard,Mobile,False,Tamil
3328,Azad Buch,Female,50,Hyderabad,2022-07-26,Standard,Smart TV,False,Telugu
3329,Rohan Basu,Male,61,Indore,2022-10-01,Basic,Tablet,True,Bengali
3330,Rasha Bhat,Other,29,Delhi,2024-06-24,Standard,Mobile,False,English
3331,Samaira Mall,Male,51,Jaipur,2023-05-16,Premium,Smart TV,True,Hindi
3332,Adah Cheema,Male,27,Mumbai,2023-09-22,Basic,Tablet,True,Bengali
3333,Pihu Garg,Female,32,Indore,2023-04-07,Premium,Laptop,True,English
3334,Suhana Sathe,Male,54,Delhi,2025-02-05,Premium,Mobile,True,Marathi
3335,Purab Das,Female,24,Jaipur,2023-05-14,Premium,Tablet,False,English
3336,Shlok Cheema,Other,50,Delhi,2024-12-11,Basic,Laptop,False,Telugu
3337,Kismat Gala,Other,28,Hyderabad,2022-09-22,Standard,Tablet,True,Telugu
3338,Rania Bhavsar,Male,30,Indore,2025-06-30,Basic,Tablet,True,Hindi
3339,Mahika Khanna,Other,33,Indore,2024-07-09,Standard,Tablet,True,Marathi
3340,Aayush Samra,Female,48,Pune,2024-06-07,Premium,Laptop,False,Telugu
3341,Zain Mall,Female,21,Jaipur,2023-07-02,Basic,Mobile,False,Marathi
3342,Tarini Hegde,Female,42,Bangalore,2024-08-13,Basic,Tablet,True,English
3343,Vedika Vora,Male,38,Bangalore,2023-02-19,Premium,Mobile,True,Hindi
3344,Heer Aurora,Male,42,Kolkata,2025-01-15,Basic,Smart TV,False,Hindi
3345,Pari Bhatia,Male,49,Mumbai,2023-11-14,Basic,Tablet,False,Telugu
3346,Uthkarsh Thaker,Female,61,Bangalore,2023-09-05,Standard,Tablet,False,English
3347,Vidur Chakrabarti,Female,53,Ahmedabad,2025-03-26,Standard,Tablet,True,Bengali
3348,Gatik Kashyap,Female,29,Ahmedabad,2024-01-01,Basic,Smart TV,True,Tamil
3349,Kartik Kapadia,Female,51,Mumbai,2025-05-15,Basic,Laptop,True,Marathi
3350,Madhup Sharaf,Male,23,Delhi,2025-03-16,Standard,Laptop,True,Hindi
3351,Tara Dey,Male,50,Pune,2025-06-13,Premium,Mobile,False,Marathi
3352,Kartik Bath,Male,34,Pune,2022-07-21,Premium,Mobile,False,English
3353,Zara Sekhon,Male,45,Jaipur,2023-07-24,Premium,Mobile,False,Telugu
3354,Mehul Koshy,Female,29,Ahmedabad,2024-12-03,Standard,Laptop,False,Marathi
3355,Armaan Dey,Female,35,Ahmedabad,2022-08-27,Basic,Laptop,False,Telugu
3356,Renee Sastry,Other,64,Chennai,2022-10-20,Premium,Laptop,False,Hindi
3357,Aarush Chaudhari,Other,40,Mumbai,2024-04-29,Basic,Tablet,False,Marathi
3358,Faiyaz Virk,Other,55,Bangalore,2023-02-12,Basic,Laptop,False,Bengali
3359,Jiya Krishna,Female,39,Chennai,2023-12-16,Standard,Laptop,True,Telugu
3360,Jayan Majumdar,Male,29,Kolkata,2024-11-28,Standard,Tablet,True,Bengali
3361,Nirvi Shankar,Male,41,Delhi,2024-01-10,Basic,Mobile,False,Telugu
3362,Chirag Raja,Male,53,Hyderabad,2022-12-31,Premium,Tablet,True,Hindi
3363,Shanaya Bali,Female,38,Ahmedabad,2024-01-15,Standard,Laptop,True,Hindi
3364,Pranay Mane,Other,37,Mumbai,2022-09-11,Standard,Tablet,False,Hindi
3365,Elakshi Sethi,Male,63,Chennai,2025-05-30,Standard,Laptop,True,Bengali
3366,Kartik Vala,Other,34,Mumbai,2023-02-05,Premium,Mobile,False,Tamil
3367,Rania Sane,Other,61,Chennai,2025-06-18,Basic,Laptop,True,Hindi
3368,Pihu Mammen,Female,18,Chennai,2025-07-01,Standard,Smart TV,False,Marathi
3369,Aarav Kala,Female,57,Bangalore,2025-03-28,Basic,Smart TV,True,English
3370,Samarth Kalita,Male,34,Hyderabad,2022-07-21,Standard,Laptop,False,Bengali
3371,Raghav Bhat,Female,24,Pune,2023-10-22,Premium,Mobile,True,Hindi
3372,Bhamini Golla,Female,43,Delhi,2023-12-29,Basic,Mobile,True,Marathi
3373,Saira Choudhury,Female,35,Hyderabad,2022-08-18,Standard,Smart TV,False,Bengali
3374,Ranbir Kade,Male,60,Mumbai,2025-05-01,Standard,Mobile,True,English
3375,Saksham Agate,Other,22,Pune,2023-04-27,Premium,Laptop,False,Marathi
3376,Kartik Ganesh,Other,29,Bangalore,2024-12-03,Standard,Smart TV,False,Marathi
3377,Kaira Swamy,Male,24,Hyderabad,2022-12-07,Basic,Laptop,True,Marathi
3378,Sara Chowdhury,Other,34,Delhi,2023-11-10,Premium,Mobile,True,Telugu
3379,Dhanuk Dash,Other,62,Bangalore,2023-06-04,Standard,Laptop,True,Telugu
3380,Ivan Gala,Male,29,Kolkata,2023-12-29,Standard,Mobile,True,Telugu
3381,Chirag Rattan,Other,53,Kolkata,2023-07-01,Basic,Laptop,True,English
3382,Aniruddh Khatri,Female,51,Jaipur,2022-10-22,Premium,Smart TV,False,Telugu
3383,Zara Arora,Male,55,Hyderabad,2023-02-15,Premium,Laptop,False,Hindi
3384,Ojas Dasgupta,Male,32,Delhi,2024-07-03,Basic,Tablet,False,Bengali
3385,Anika Dar,Female,45,Pune,2025-01-25,Premium,Mobile,True,Telugu
3386,Baiju Tara,Female,24,Chennai,2023-08-29,Standard,Tablet,True,English
3387,Elakshi Sundaram,Female,48,Kolkata,2025-06-10,Standard,Smart TV,False,English
3388,Devansh Soni,Female,40,Jaipur,2025-06-14,Premium,Mobile,False,English
3389,Tarini Batta,Male,29,Jaipur,2025-05-23,Premium,Laptop,True,Bengali
3390,Kavya Bhatia,Male,26,Indore,2025-06-11,Basic,Laptop,True,Bengali
3391,Biju Badal,Male,50,Chennai,2023-07-10,Premium,Tablet,True,Marathi
3392,Saksham Walia,Female,56,Indore,2023-06-26,Standard,Laptop,False,Tamil
3393,Vardaniya Bhatt,Female,29,Hyderabad,2024-08-15,Basic,Laptop,True,Hindi
3394,Zaina Kant,Female,45,Kolkata,2025-03-03,Standard,Mobile,False,Telugu
3395,Romil Ramaswamy,Female,56,Bangalore,2023-12-09,Basic,Mobile,True,Telugu
3396,Chirag Behl,Female,19,Hyderabad,2023-05-02,Standard,Tablet,False,Marathi
3397,Jhanvi Bal,Male,19,Kolkata,2022-11-13,Premium,Smart TV,False,Telugu
3398,Vaibhav Iyer,Female,43,Indore,2022-12-17,Standard,Mobile,True,Marathi
3399,Miraya Shetty,Female,23,Delhi,2023-01-03,Standard,Mobile,False,Telugu
3400,Mehul Venkatesh,Male,17,Ahmedabad,2023-02-19,Basic,Mobile,True,Telugu
3401,Amani Handa,Other,56,Ahmedabad,2023-07-20,Premium,Tablet,False,Hindi
3402,Yashvi Kala,Other,61,Kolkata,2025-04-29,Basic,Laptop,True,Marathi
3403,Shayak Sachdev,Female,37,Bangalore,2024-01-12,Standard,Smart TV,True,Tamil
3404,Amani Kuruvilla,Other,56,Hyderabad,2024-12-24,Standard,Laptop,True,Tamil
3405,Khushi Char,Other,31,Jaipur,2022-08-28,Basic,Laptop,True,Hindi
3406,Ehsaan Ahuja,Male,44,Indore,2023-09-13,Standard,Tablet,False,Bengali
3407,Kiara Subramanian,Female,64,Jaipur,2023-03-30,Standard,Tablet,True,Marathi
3408,Kaira Bhatnagar,Male,63,Indore,2024-03-28,Standard,Mobile,False,Hindi
3409,Sumer Kade,Male,45,Ahmedabad,2024-01-21,Premium,Tablet,False,Marathi
3410,Samaira Rao,Female,27,Kolkata,2023-04-26,Basic,Tablet,False,Hindi
3411,Kabir Dara,Male,50,Pune,2024-06-28,Standard,Smart TV,True,Tamil
3412,Yasmin Bains,Female,26,Ahmedabad,2023-08-28,Standard,Smart TV,False,Hindi
